GMLID;LocalId;Namespace;Version;NatlStationCode;Name;Municipality;EUStationCode;ActivityBegin;ActivityEnd;Latitude;Longitude;SRSName;Altitude;AltitudeUnit;AreaClassification;BelongsTo
STA-FR07013;STA-FR07013;FR.LCSQA-INERIS.AQ;2;FR07013;Montlucon Chateau;MONTLU�ON;FR07013;1999-08-30T00:00:00+01:00;2017-04-04T00:00:00+01:00;46.34;2.605;urn:ogc:def:crs:EPSG::4326;215;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR05082;STA-FR05082;FR.LCSQA-INERIS.AQ;3;FR05082;Touques;TOUQUES;FR05082;2003-05-27T00:00:00+01:00;;49.348;0.109253;urn:ogc:def:crs:EPSG::4326;45;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR069A
STA-FR04037;STA-FR04037;FR.LCSQA-INERIS.AQ;2;FR04037;PARIS 13eme;PARIS 13E ARRONDISSEMENT;FR04037;1991-07-19T00:00:00+01:00;;48.82861;2.360278;urn:ogc:def:crs:EPSG::4326;57;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR004A
STA-FR07017;STA-FR07017;FR.LCSQA-INERIS.AQ;1;FR07017;Aurillac Mairie;AURILLAC;FR07017;1997-02-14T00:00:00+01:00;2016-01-06T00:00:00+01:00;44.93133;2.445168;urn:ogc:def:crs:EPSG::4326;640;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR07004;STA-FR07004;FR.LCSQA-INERIS.AQ;3;FR07004;Montferrand;CLERMONT-FERRAND;FR07004;1993-02-06T00:00:00+01:00;;45.79728;3.113833;urn:ogc:def:crs:EPSG::4326;340;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR20067;STA-FR20067;FR.LCSQA-INERIS.AQ;1;FR20067;Lyon 8�me;LYON 8E ARRONDISSEMENT;FR20067;2010-01-01T00:00:00+01:00;2014-01-02T00:00:00+01:00;45.72827;4.875669;urn:ogc:def:crs:EPSG::4326;0;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR09106;STA-FR09106;FR.LCSQA-INERIS.AQ;3;FR09106;ANGOULEME-GAMBETTA;ANGOUL�ME;FR09106;2014-12-18T00:00:00+01:00;;45.651463;0.162391;urn:ogc:def:crs:EPSG::4326;64;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR09206;STA-FR09206;FR.LCSQA-INERIS.AQ;1;FR09206;La Rochelle Trafic;LA ROCHELLE;FR09206;2014-01-22T00:00:00+01:00;2015-12-24T00:00:00+01:00;46.158;-1.155999;urn:ogc:def:crs:EPSG::4326;4;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR38003;STA-FR38003;FR.LCSQA-INERIS.AQ;1;FR38003;CAMBAIE;SAINT-PAUL;FR38003;1999-01-01T00:00:00+01:00;2016-01-05T00:00:00+01:00;-20.962784;55.296207;urn:ogc:def:crs:EPSG::4326;50;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR060A
STA-FR09402;STA-FR09402;FR.LCSQA-INERIS.AQ;2;FR09402;Avenue de Lib�ration;POITIERS;FR09402;2012-07-19T00:00:00+01:00;2018-12-12T00:00:00+01:00;46.570004;0.323575;urn:ogc:def:crs:EPSG::4326;111;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR01006;STA-FR01006;FR.LCSQA-INERIS.AQ;1;FR01006;Florange;FLORANGE;FR01006;1988-07-01T00:00:00+01:00;2016-01-07T00:00:00+01:00;49.32083;6.14;urn:ogc:def:crs:EPSG::4326;158;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR38005;STA-FR38005;FR.LCSQA-INERIS.AQ;1;FR38005;CIRFIM;LE PORT;FR38005;1999-01-01T00:00:00+01:00;2016-01-05T00:00:00+01:00;-20.931833;55.30593;urn:ogc:def:crs:EPSG::4326;25;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR060A
STA-FR04118;STA-FR04118;FR.LCSQA-INERIS.AQ;2;FR04118;Place de l'Op�ra;PARIS 2E ARRONDISSEMENT;FR04118;2011-01-24T00:00:00+01:00;;48.870274;2.3325;urn:ogc:def:crs:EPSG::4326;45;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR004A
STA-FR37002;STA-FR37002;FR.LCSQA-INERIS.AQ;2;FR37002;ST de Pointe � Pitre;POINTE-A-PITRE;FR37002;2004-03-01T00:00:00+01:00;2018-01-27T00:00:00+01:00;16.238056;-61.53754;urn:ogc:def:crs:EPSG::4326;10;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR064A
STA-FR39009;STA-FR39009;FR.LCSQA-INERIS.AQ;3;FR39009;Lamentin;LE LAMENTIN;FR39009;2003-02-26T00:00:00+01:00;;14.610653;-61.002586;urn:ogc:def:crs:EPSG::4326;5;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR062A
STA-FR37040;STA-FR37040;FR.LCSQA-INERIS.AQ;1;FR37040;ABYMES RN1;LES ABYMES;FR37040;2021-01-18T00:00:00+01:00;;16.254086;-61.53713;urn:ogc:def:crs:EPSG::4326;13;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR064A
STA-FR30023;STA-FR30023;FR.LCSQA-INERIS.AQ;2;FR30023;St-Nicolas;SAINT-NICOLAS-DE-PORT;FR30023;1995-07-03T00:00:00+01:00;2020-04-20T00:00:00+01:00;48.63334;6.304828;urn:ogc:def:crs:EPSG::4326;210;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR38001;STA-FR38001;FR.LCSQA-INERIS.AQ;2;FR38001;LYC. LISLET GEOFFROY;SAINT-DENIS;FR38001;1999-11-17T00:00:00+01:00;;-20.889893;55.46884;urn:ogc:def:crs:EPSG::4326;20;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR060A
STA-FR06011;STA-FR06011;FR.LCSQA-INERIS.AQ;2;FR06011;Denain Villars;DENAIN;FR06011;2000-03-20T00:00:00+01:00;;50.32276;3.39593;urn:ogc:def:crs:EPSG::4326;31;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR074A
STA-FR14201;STA-FR14201;FR.LCSQA-INERIS.AQ;2;FR14201;Bourgogne;BOURGOGNE-FRESNE;FR14201;2015-01-08T00:00:00+01:00;2018-01-16T00:00:00+01:00;49.34915;4.069595;urn:ogc:def:crs:EPSG::4326;89;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR06023;STA-FR06023;FR.LCSQA-INERIS.AQ;2;FR06023;Escautpont;ESCAUTPONT;FR06023;2009-01-01T00:00:00+01:00;2017-08-24T00:00:00+01:00;50.420288;3.551811;urn:ogc:def:crs:EPSG::4326;25;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR074A
STA-FR25501;STA-FR25501;FR.LCSQA-INERIS.AQ;3;FR25501;Saint-Saens;SAINT-SA�NS;FR25501;2009-01-01T00:00:00+01:00;;49.6713;1.2843;urn:ogc:def:crs:EPSG::4326;104;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional;FR.LCSQA-INERIS.AQ/NET-FR069A
STA-FR15013;STA-FR15013;FR.LCSQA-INERIS.AQ;2;FR15013;Champ sur Drac;CHAMP-SUR-DRAC;FR15013;1985-01-04T00:00:00+01:00;;45.07954;5.728653;urn:ogc:def:crs:EPSG::4326;267;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR31024;STA-FR31024;FR.LCSQA-INERIS.AQ;3;FR31024;MOURENX;MOURENX;FR31024;1998-05-01T00:00:00+01:00;;43.377193;-0.610278;urn:ogc:def:crs:EPSG::4326;106;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR23153;STA-FR23153;FR.LCSQA-INERIS.AQ;2;FR23153;BONNE FONTAINE;MONTOIR-DE-BRETAGNE;FR23153;2005-03-01T00:00:00+01:00;2021-07-17T00:00:00+01:00;47.331524;-2.151625;urn:ogc:def:crs:EPSG::4326;4;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR035A
STA-FR39017;STA-FR39017;FR.LCSQA-INERIS.AQ;2;FR39017;Bellevue;FORT-DE-FRANCE;FR39017;2015-10-02T00:00:00+01:00;;14.601469;-61.08533;urn:ogc:def:crs:EPSG::4326;40;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR062A
STA-FR25039;STA-FR25039;FR.LCSQA-INERIS.AQ;3;FR25039;Evreux Centre;�VREUX;FR25039;1999-03-09T00:00:00+01:00;;49.02134;1.148319;urn:ogc:def:crs:EPSG::4326;65;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR069A
STA-FR02003;STA-FR02003;FR.LCSQA-INERIS.AQ;2;FR02003;Chateauneuf;CH�TEAUNEUF-LES-MARTIGUES;FR02003;1976-09-01T00:00:00+01:00;2020-06-03T00:00:00+01:00;43.386814;5.16006;urn:ogc:def:crs:EPSG::4326;29;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR070A
STA-FR04031;STA-FR04031;FR.LCSQA-INERIS.AQ;2;FR04031;Av Champs Elysees;PARIS 8E ARRONDISSEMENT;FR04031;1990-01-24T00:00:00+01:00;;48.86877;2.311231;urn:ogc:def:crs:EPSG::4326;34;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR004A
STA-FR27008;STA-FR27008;FR.LCSQA-INERIS.AQ;2;FR27008;A7 Nord-Is�re;SALAISE-SUR-SANNE;FR27008;2005-09-09T00:00:00+01:00;2019-12-10T00:00:00+01:00;45.35327;4.804847;urn:ogc:def:crs:EPSG::4326;153;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR34062;STA-FR34062;FR.LCSQA-INERIS.AQ;1;FR34062;Blois centre;BLOIS;FR34062;2002-08-12T00:00:00+01:00;2016-12-28T00:00:00+01:00;47.584305;1.332694;urn:ogc:def:crs:EPSG::4326;71;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR061A
STA-FR07028;STA-FR07028;FR.LCSQA-INERIS.AQ;3;FR07028;Les Ancizes;LES ANCIZES-COMPS;FR07028;2003-11-15T00:00:00+01:00;;45.929333;2.829806;urn:ogc:def:crs:EPSG::4326;720;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR29423;STA-FR29423;FR.LCSQA-INERIS.AQ;3;FR29423;ROANNE;ROANNE;FR29423;1995-07-27T00:00:00+01:00;;46.04111;4.074656;urn:ogc:def:crs:EPSG::4326;259;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR38022;STA-FR38022;FR.LCSQA-INERIS.AQ;2;FR38022;Chauss�e Royale;SAINT-PAUL;FR38022;2014-09-26T00:00:00+01:00;;-20.998577;55.28062;urn:ogc:def:crs:EPSG::4326;11;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR060A
STA-FR04034;STA-FR04034;FR.LCSQA-INERIS.AQ;2;FR04034;VITRY-SUR-SEINE;VITRY-SUR-SEINE;FR04034;1991-03-23T00:00:00+01:00;;48.775898;2.375788;urn:ogc:def:crs:EPSG::4326;95;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR004A
STA-FR20017;STA-FR20017;FR.LCSQA-INERIS.AQ;2;FR20017;GERLAND;LYON 7E ARRONDISSEMENT;FR20017;1993-06-04T00:00:00+01:00;;45.73529;4.829794;urn:ogc:def:crs:EPSG::4326;172;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR07054;STA-FR07054;FR.LCSQA-INERIS.AQ;3;FR07054;Le Puy-Causans;LE PUY-EN-VELAY;FR07054;2015-02-17T00:00:00+01:00;;45.039;3.887001;urn:ogc:def:crs:EPSG::4326;629;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR07031;STA-FR07031;FR.LCSQA-INERIS.AQ;4;FR07031;Rageade;RAGEADE;FR07031;2004-04-02T00:00:00+01:00;;45.10472;3.277361;urn:ogc:def:crs:EPSG::4326;1040;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR19081;STA-FR19081;FR.LCSQA-INERIS.AQ;2;FR19081;StMalo Courtoisville;SAINT-MALO;FR19081;2001-09-25T00:00:00+01:00;2018-06-22T00:00:00+01:00;48.65473;-1.99614;urn:ogc:def:crs:EPSG::4326;12;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR072A
STA-FR39109;STA-FR39109;FR.LCSQA-INERIS.AQ;2;FR39109;Office du tourisme;BELLEFONTAINE;FR39109;2014-01-01T00:00:00+01:00;;14.671083;-61.16336;urn:ogc:def:crs:EPSG::4326;22;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR062A
STA-FR18040;STA-FR18040;FR.LCSQA-INERIS.AQ;1;FR18040;Hirson;HIRSON;FR18040;2002-03-08T00:00:00+01:00;2013-06-18T00:00:00+01:00;49.920666;4.090556;urn:ogc:def:crs:EPSG::4326;181;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR074A
STA-FR29441;STA-FR29441;FR.LCSQA-INERIS.AQ;2;FR29441;ST ETIENNE BD URBAIN;SAINT-�TIENNE;FR29441;2015-12-02T00:00:00+01:00;;45.44798;4.388764;urn:ogc:def:crs:EPSG::4326;498;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR04328;STA-FR04328;FR.LCSQA-INERIS.AQ;2;FR04328;Zone Rurale SE;FONTAINEBLEAU;FR04328;1999-06-14T00:00:00+01:00;;48.3547;2.6453;urn:ogc:def:crs:EPSG::4326;127;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional;FR.LCSQA-INERIS.AQ/NET-FR004A
STA-FR35006;STA-FR35006;FR.LCSQA-INERIS.AQ;3;FR35006;TULLE - Hugo;TULLE;FR35006;1998-11-09T00:00:00+01:00;;45.262665;1.762752;urn:ogc:def:crs:EPSG::4326;264;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR07202;STA-FR07202;FR.LCSQA-INERIS.AQ;2;FR07202;Stade Leclanche;CLERMONT-FERRAND;FR07202;2013-02-01T00:00:00+01:00;2023-01-01T00:00:00+01:00;45.807487;3.111111;urn:ogc:def:crs:EPSG::4326;335;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR23175;STA-FR23175;FR.LCSQA-INERIS.AQ;2;FR23175;CLOS DES BEAUVAIS;BOUCHEMAINE;FR23175;2006-02-27T00:00:00+01:00;;47.43012;-0.610006;urn:ogc:def:crs:EPSG::4326;51;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR035A
STA-FR02004;STA-FR02004;FR.LCSQA-INERIS.AQ;2;FR02004;Martigues P. Central;MARTIGUES;FR02004;1976-10-01T00:00:00+01:00;;43.41666;5.042731;urn:ogc:def:crs:EPSG::4326;107;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR070A
STA-FR05069;STA-FR05069;FR.LCSQA-INERIS.AQ;2;FR05069;Tancarville Mairie;TANCARVILLE;FR05069;1997-09-08T00:00:00+01:00;;49.487682;0.451756;urn:ogc:def:crs:EPSG::4326;96;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity;FR.LCSQA-INERIS.AQ/NET-FR069A
STA-FR40006;STA-FR40006;FR.LCSQA-INERIS.AQ;2;FR40006;Kourou Gaston Monnerville Brady;KOUROU;FR40006;2015-02-13T00:00:00+01:00;;5.164248;-52.64649;urn:ogc:def:crs:EPSG::4326;6;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR063A
STA-FR29428;STA-FR29428;FR.LCSQA-INERIS.AQ;2;FR29428;ST ETIENNE ROND PT;SAINT-ETIENNE;FR29428;2000-12-28T00:00:00+01:00;2018-02-02T00:00:00+01:00;45.422077;4.412831;urn:ogc:def:crs:EPSG::4326;580;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR12044;STA-FR12044;FR.LCSQA-INERIS.AQ;2;FR12044;Toulouse - A�roport Blagnac c�t� trafic;BLAGNAC;FR12044;2005-04-08T00:00:00+01:00;;43.633476;1.375717;urn:ogc:def:crs:EPSG::4326;149;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR068A
STA-FR08026;STA-FR08026;FR.LCSQA-INERIS.AQ;2;FR08026;MEZE TRAFIC;MEZE;FR08026;2014-01-01T00:00:00+01:00;2018-01-01T00:00:00+01:00;43.4282;3.60356;urn:ogc:def:crs:EPSG::4326;40;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR068A
STA-FR09405;STA-FR09405;FR.LCSQA-INERIS.AQ;2;FR09405;JULIEN LARS;SAINT-JULIEN-L'ARS;FR09405;2016-01-03T00:00:00+01:00;2017-01-05T00:00:00+01:00;46.55874;0.506875;urn:ogc:def:crs:EPSG::4326;314;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR12009;STA-FR12009;FR.LCSQA-INERIS.AQ;1;FR12009;Toulouse rue de Pargamini�res;TOULOUSE;FR12009;1997-01-01T00:00:00+01:00;2015-04-30T00:00:00+01:00;43.604507;1.439778;urn:ogc:def:crs:EPSG::4326;143;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR068A
STA-FR19031;STA-FR19031;FR.LCSQA-INERIS.AQ;2;FR19031;Vannes Roscanvec;VANNES;FR19031;1999-06-10T00:00:00+01:00;2017-06-01T00:00:00+01:00;47.65704;-2.75826;urn:ogc:def:crs:EPSG::4326;22;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR072A
STA-FR23078;STA-FR23078;FR.LCSQA-INERIS.AQ;2;FR23078;SAINT EXUPERY;CHOLET;FR23078;1996-05-30T00:00:00+01:00;;47.05583;-0.883576;urn:ogc:def:crs:EPSG::4326;83;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR035A
STA-FR18036;STA-FR18036;FR.LCSQA-INERIS.AQ;1;FR18036;Beaumont Beauvais;BEAUVAIS;FR18036;1998-12-16T00:00:00+01:00;2016-12-13T00:00:00+01:00;49.43889;2.094444;urn:ogc:def:crs:EPSG::4326;97;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR074A
STA-FR41073;STA-FR41073;FR.LCSQA-INERIS.AQ;1;FR41073;AJACCIO NAPOLEON;AJACCIO;FR41073;2025-06-02T00:00:00+01:00;;41.929966;8.739364;urn:ogc:def:crs:EPSG::4326;10;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR065A
STA-FR08614;STA-FR08614;FR.LCSQA-INERIS.AQ;2;FR08614;Nimes Gauzy;N�MES;FR08614;1997-12-23T00:00:00+01:00;;43.8344;4.3744;urn:ogc:def:crs:EPSG::4326;42;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR068A
STA-FR30034;STA-FR30034;FR.LCSQA-INERIS.AQ;2;FR30034;Nancy-Charles III;NANCY;FR30034;2004-07-30T00:00:00+01:00;;48.68817;6.190431;urn:ogc:def:crs:EPSG::4326;200;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR08030;STA-FR08030;FR.LCSQA-INERIS.AQ;2;FR08030;Montpellier Pompignane;MONTPELLIER;FR08030;2008-01-16T00:00:00+01:00;2024-12-31T00:00:00+01:00;43.6096;3.89878;urn:ogc:def:crs:EPSG::4326;17;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR068A
STA-FR21001;STA-FR21001;FR.LCSQA-INERIS.AQ;3;FR21001;Caen Chemin-Vert;CAEN;FR21001;1993-01-01T00:00:00+01:00;;49.19222;-0.391111;urn:ogc:def:crs:EPSG::4326;56;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR069A
STA-FR20062;STA-FR20062;FR.LCSQA-INERIS.AQ;2;FR20062;LYON Centre;LYON 3E ARRONDISSEMENT;FR20062;2007-02-01T00:00:00+01:00;;45.757732;4.854214;urn:ogc:def:crs:EPSG::4326;160;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR82002;STA-FR82002;FR.LCSQA-INERIS.AQ;2;FR82002;Besancon Victor Hugo;BESAN�ON;FR82002;2011-01-01T00:00:00+01:00;2017-02-08T00:00:00+01:00;47.234905;6.029472;urn:ogc:def:crs:EPSG::4326;251;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR076A
STA-FR14013;STA-FR14013;FR.LCSQA-INERIS.AQ;1;FR14013;VENISE;REIMS;FR14013;2010-01-07T00:00:00+01:00;2014-01-07T00:00:00+01:00;49.2477;4.034142;urn:ogc:def:crs:EPSG::4326;82;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR075A
